uid,question,golden_answer,source_ids,golden_doc_chunks,golden_triples,is_generated_with,topic_entity_id,topic_entity_value,hops,based_on_template,use_case,retrieval_operation,semi-typed,updated template,graph_representation,answer_format,answer_type,condition_type,used_in_reduced,notes
2f44c85e-9744-4716-aa28-90716e166b1f,How are the research objects that are evaluated with grounded theory distributed between 2019 and 2021?,"The distribution of research objects that are evaluated with grounded theory between 2019 and 2021 is as follows: three in 2019, none in 2020, and none in 2021.","['10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018']",,"['(R873005:Evaluation Method Entity, Name, L1529647:Grounded Theory)', '(R872980:Supporting Architectural Decision Making on Data Management in Microservice Architectures, publication year, L1529596:2019)', '(R873010:Research Object Entity, Name, L1529652:Architecture Pattern)', '(R873364:Evaluation Method Entity, Name, L1530356:Grounded Theory)', '(R873340:Guiding Architectural Decision Making on Service Mesh Based Microservice Architectures, publication year, L1530308:2019)', '(R873368:Research Object Entity, Name, L1530360:Architecture Decision Making)', '(R868312:Evaluation Method Entity, Name, L1519814:Grounded Theory)', '(R868290:How Developers Discuss Architecture Smells? An Exploratory Study on Stack Overflow, publication year, L1519766:2019)', '(R868314:Research Object Entity, Name, L1519817:Architecture Pattern)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of the research objects that are used in conjunction with the evaluation method [Content Data: evaluation method name] between [Metadata: year] and [Metadata: year]?,5,relationship,False,How are the research objects that are evaluated with [Content Data: evaluation method name] distributed between [Metadata: year] and [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
58317488-7918-4978-92bc-233751841d59,What is the distribution of the research objects that are evaluated with the evaluation method Argumentation between the publication years 2019 and 2021?,"The distribution of the research objects that are evaluated with the evaluation method Argumentation between the publication years 2019 and 2021 is as follows: two objects in 2019, none in 2020, and none in 2021.","['10.1007/978-3-030-29983-5_10', '10.1007/978-3-030-29983-5_10', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1007/978-3-030-29983-5_10', '10.1109/ICSA.2019.00019']",,"['(R871760:Evaluation Method Entity, Name, L1527086:Argumentation)', '(R871346:Assessing Adaptability of Software Architectures for Cyber Physical Production Systems, publication year, L1526260:2019)', '(R871375:Evaluation Method Entity, Name, L1526299:Argumentation)', '(R871726:A Platform Architecture for Multi-Tenant Blockchain-Based Systems, publication year, L1527024:2019)', '(R871774:Research Object Entity, Name, L1527099:Reference Architecture)', '(R871379:Research Object Entity, Name, L1526303:Reference Architecture)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the distribution of the research objects that are used in conjunction with the evaluation method [Content Data: evaluation method name] between [Metadata: year] and [Metadata: year]?,5,relationship,True,What is the distribution of the research objects that are evaluated with the evaluation method [Content Data: evaluation method name] between the publication years [Metadata: year] and [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
a11b4521-7e9b-4897-a881-4876cc385c11,"Among those publications that evaluate compatibility, how are the evaluation methods that have been applied distributed between 2017 and 2019?",The evaluation methods that have been applied to evaluate compatibility between 2017 and 2019 are distributed as follows: one method was applied in 2018 and one method was applied in 2019.,"['10.1109/ICSA.2019.00020', '10.1109/ICSA.2019.00020', '10.1109/ICSA.2019.00020', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017', '10.1109/ICSA.2018.00017']",,"['(R871562:Property, Name, L1526672:Compatibility)', '(R868862:Mitigating the Influence of Embedded Software Development Environments and Toolsets (ESDT) on Software Architecture, publication year, L1521021:2019)', '(R868881:Evaluation Method Entity, Name, L1521050:Technical Experiment)', '(R871569:Property, Name, L1526678:Compatibility)', '(R871523:An Architecture for Decentralized, Collaborative, and Autonomous Robots, publication year, L1526604:2018)', '(R871567:Evaluation Method Entity, Name, L1526676:Interview)', '(R871557:Evaluation Method Entity, Name, L1526667:Field Experiment)']",clustering_strategy,R659055,Software Architecture and Design,6,What is the proportion of the evaluation methods that are used in conjunction with the sub-property [sub property name] between [Metadata: year] and [Metadata: year]?,5,relationship,False,"Among those publications that evaluate [Content Data: property name], how are the evaluation methods that have been applied distributed between [Metadata: year] and [Metadata: year]?",multi fact,explanatory,"description, quantitative","named entity, temporal",False,
aca4e265-6743-420f-a626-c6c2cab7d94e,Which papers investigate the research object Technical Debt in the publication year 2017?,The paper with the title 'The Evolution of Technical Debt in the Apache Ecosystem' investigated Technical Debt as a research object in the year 2017.,"['10.1007/978-3-319-65831-5_4', '10.1007/978-3-319-65831-5_4']",,"['(R869132:Research Object Entity, Name, L1521578:Technical Debt)', '(R869104:The Evolution of Technical Debt in the Apache Ecosystem, publication year, L1521523:2017)']",clustering_strategy,R659055,Software Architecture and Design,5,Which papers investigate [Content Data: research object name] as a research object in the publication year [Metadata: year]?,6,aggregation,True,Which papers investigate the research object [Content Data: research object name] in the publication year [Metadata: year]?,multi fact,enumerative,named entity,"named entity, temporal",True,
59b4d582-cf50-46bd-bf70-08e506b80a06,Which papers investigate architectural assumptions in 2019?,The paper 'Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects' investigated Architectural Assumptions as a research object in the year 2019.,"['10.1109/ICSA.2019.00024', '10.1109/ICSA.2019.00024']",,"['(R873641:Research Object Entity, Name, L1530909:Architectural Assumptions)', '(R873599:Improving the Consistency and Usefulness of Architecture Descriptions: Guidelines for Architects, publication year, L1530833:2019)']",clustering_strategy,R659055,Software Architecture and Design,5,Which papers used [Content Data: research object name] as a research object in the year [Metadata: year]?,6,aggregation,False,Which papers investigate [Content Data: research object name] in [Metadata: year]?,multi fact,enumerative,named entity,"named entity, temporal",False,
20e5a40b-fe6b-409a-b87c-446972739d6f,Which papers applied the evaluation method Argumentation in the publication year 2020?,"The papers that applied the evaluation method Argumentation in the publication year 2020 are: 'Unlimited Rulebook: a Reference Architecture for Economy Mechanics in Digital Games', 'Continuous Experimentation for Automotive Software on the Example of a Heavy Commercial Vehicle in Daily Operation', and 'Architectural Patterns for Cross-Domain Personalised Automotive Functions'.","['10.1109/ICSA47634.2020.00014', '10.1109/ICSA47634.2020.00014', '10.1007/978-3-030-58923-3_5', '10.1007/978-3-030-58923-3_5', '10.1109/ICSA47634.2020.00026', '10.1109/ICSA47634.2020.00026']",,"['(R869089:Evaluation Method Entity, Name, L1521482:Argumentation)', '(R869051:Unlimited Rulebook: a Reference Architecture for Economy Mechanics in Digital Games, publication year, L1521417:2020)', '(R873061:Evaluation Method Entity, Name, L1529746:Argumentation)', '(R873021:Continuous Experimentation for Automotive Software on the Example of a Heavy Commercial Vehicle in Daily Operation, publication year, L1529684:2020)', '(R870821:Evaluation Method Entity, Name, L1525169:Argumentation)', '(R870792:Architectural Patterns for Cross-Domain Personalised Automotive Functions, publication year, L1525115:2020)']",clustering_strategy,R659055,Software Architecture and Design,6,Which papers used the evaluation method [Content Data: evaluation method name] in the year [Metadata: year]?,6,aggregation,True,Which papers applied the evaluation method [Content Data: evaluation method name] in the publication year [Metadata: year]?,multi fact,enumerative,named entity,"named entity, temporal",False,
3655dda4-9389-4db1-9699-c402d546436d,"In 2017, which papers applied interviews for evaluation?",The papers that applied the evaluation method Interview in the year 2017 are 'Architectural Assumptions and Their Management in Industry – An Exploratory Study' and 'Continuous Integration Impediments in Large-Scale Industry Projects'.,"['10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1109/ICSA.2017.11', '10.1109/ICSA.2017.11']",,"['(R868681:Evaluation Method Entity, Name, L1520615:Interview)', '(R868651:Architectural Assumptions and Their Management in Industry – An Exploratory Study, publication year, L1520562:2017)', '(R868593:Evaluation Method Entity, Name, L1520429:Interview)', '(R868569:Continuous Integration Impediments in Large-Scale Industry Projects, publication year, L1520380:2017)']",clustering_strategy,R659055,Software Architecture and Design,6,Which papers used the evaluation method [Content Data: evaluation method name] in the year [Metadata: year]?,6,aggregation,False,"In [Metadata: year], which papers applied [Content Data: evaluation method name]s for evaluation?",multi fact,enumerative,named entity,"named entity, temporal",False,
13fc2ea0-097a-4b2f-861a-758a7177065c,How many papers applied the evaluation method Controlled Experiment in the publication year 2018?,The number of papers that applied the evaluation method Controlled Experiment in the publication year 2018 is two.,"['10.1109/ICSA.2018.00028', '10.1109/ICSA.2018.00028', '10.1007/978-3-030-00761-4_23', '10.1007/978-3-030-00761-4_23']",,"['(R874422:Evaluation Method Entity, Name, L1532572:Controlled Experiment)', '(R874393:Improving the Search for Architecture Knowledge in Online Developer Communities, publication year, L1532515:2018)', '(R869377:Evaluation Method Entity, Name, L1522113:Controlled Experiment)', '(R869353:Two Architectural Threat Analysis Techniques Compared, publication year, L1522065:2018)']",clustering_strategy,R659055,Software Architecture and Design,6,How many papers applied the evaluation method with the name [Content Data: evaluation method name] in the publication year [Metadata: year]?,6,counting,True,How many papers applied the evaluation method [Content Data: evaluation method name] in the publication year [Metadata: year]?,multi fact,simple,quantitative,"named entity, temporal",True,
0f89c912-fced-46b6-89f5-f3a54145f683,How many papers were evaluated with grounded theory in 2020?,The number of papers that were evaluated with grounded theory in 2020 is two.,"['10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_14', '10.1007/978-3-030-58923-3_1', '10.1007/978-3-030-58923-3_1']",,"['(R869590:Evaluation Method Entity, Name, L1522568:Grounded Theory)', '(R872607:Architectural Technical Debt: A Grounded Theory, publication year, L1528844:2020)', '(R872627:Evaluation Method Entity, Name, L1528876:Grounded Theory)', '(R869566:Assessing Architecture Conformance to Coupling-Related Patterns and Practices in Microservices, publication year, L1522519:2020)']",clustering_strategy,R659055,Software Architecture and Design,6,How many papers used [Content Data: evaluation method name] as a evaluation method in the year [Metadata: year]?,6,counting,False,How many papers were evaluated with [Content Data: evaluation method name] in [Metadata: year]?,multi fact,simple,quantitative,"named entity, temporal",False,
45980771-43fe-4c67-8e6a-36b7a3df9772,How many papers investigated the research object Architecture Extraction in the publication year 2019?,Two papers investigate Architecture Extraction as a research object in the year 2019.,"['10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R872464:Research Object Entity, Name, L1528569:Architecture Extraction)', '(R872428:Tool Support for the Migration to Microservice Architecture: An Industrial Case Study, publication year, L1528508:2019)', '(R874554:Research Object Entity, Name, L1532843:Architecture Extraction)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)']",clustering_strategy,R659055,Software Architecture and Design,5,How many papers used [Content Data: research object name] as a research object in the year [Metadata: year]?,6,counting,True,How many papers investigated the research object [Content Data: research object name] in the publication year [Metadata: year]?,multi fact,simple,quantitative,"named entity, temporal",False,
019f3671-5dd5-4d43-9a4d-a753cc79649d,How many papers investigate architecture evolution in 2020?,Two papers investigate architecture evolution in 2020.,"['10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18']",,"['(R869762:Research Object Entity, Name, L1522941:Architecture Evolution)', '(R869730:Architectural Concerns for Digital Twin of the Organization, publication year, L1522884:2020)']",clustering_strategy,R659055,Software Architecture and Design,5,How many papers used [Content Data: research object name] as a research object in the year [Metadata: year]?,6,counting,False,How many papers investigate [Content Data: research object name] in [Metadata: year]?,multi fact,simple,quantitative,"named entity, temporal",False,
18b9f0d0-ddcf-4b4d-8193-0452d1de1368,Which papers have Ingo Weber as an author and apply the evaluation method Argumentation? Rank the papers in descending order of their publication year.,"The papers that have Ingo Weber as an author and that apply the evaluation method Argumentation, ranked in descending order of their publication year, are: 1. A Platform Architecture for Multi-Tenant Blockchain-Based Systems (2019), 2. A Taxonomy of Blockchain-Based Systems for Architecture Design (2017).","['10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2019.00019', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33', '10.1109/ICSA.2017.33']",,"['(R871727:authors list, has list element, L1527018:Ingo Weber)', '(R871760:Evaluation Method Entity, Name, L1527086:Argumentation)', '(R871726:A Platform Architecture for Multi-Tenant Blockchain-Based Systems, publication year, L1527024:2019)', '(R873702:authors list, has list element, L1531053:Ingo Weber)', '(R873720:Evaluation Method Entity, Name, L1531089:Argumentation)', '(R873701:A Taxonomy of Blockchain-Based Systems for Architecture Design, publication year, L1531060:2017)']",clustering_strategy,R659055,Software Architecture and Design,6,Which papers have [Metadata: author name] as an author and apply the evaluation method with the name [Content Data: evaluation method name]? Rank them in descending order of their publication year.,6,ranking,True,Which papers have [Metadata: author name] as an author and apply the evaluation method [Content Data: evaluation method name]? Rank the papers in descending order of their publication year.,multi fact,explanatory,"description, named entity, temporal",named entity,True,
e75424e6-51f2-4794-9a7f-1175bda62e3a,What are the publications by Patrizia Scandurra that use a motivating example for evaluation? Rank them in descending order of their publication year.,"The publications by Patrizia Scandurra that use a motivating example for evaluation, ranked in descending order of their publication year, are: 1. A Runtime Safety Enforcement Approach by Monitoring and Adaptation (2021), 2. A DSL for MAPE Patterns Representation in Self-adapting Systems (2018).","['10.1007/978-3-030-86044-8_2', '10.1007/978-3-030-86044-8_2', '10.1007/978-3-030-86044-8_2', '10.1007/978-3-030-00761-4_1', '10.1007/978-3-030-00761-4_1', '10.1007/978-3-030-00761-4_1']",,"['(R874566:authors list, has list element, L1532877:Patrizia Scandurra)', '(R874589:Evaluation Method Entity, Name, L1532925:Motivating Example)', '(R874565:A Runtime Safety Enforcement Approach by Monitoring and Adaptation, publication year, L1532878:2021)', '(R871035:authors list, has list element, L1525605:Patrizia Scandurra)', '(R871053:Evaluation Method Entity, Name, L1525635:Motivating Example)', '(R871034:A DSL for MAPE Patterns Representation in Self-adapting Systems, publication year, L1525606:2018)']",clustering_strategy,R659055,Software Architecture and Design,6,"Which publications, ranked in descending order of their publication year, have [Metadata: author name] as an author have and have evaluation method [evaluation_method_name]?",6,ranking,False,What are the publications by [Metadata: author name] that use a [Content Data: evaluation method name] for evaluation? Rank them in descending order of their publication year.,multi fact,explanatory,"description, named entity, temporal",named entity,False,
887fd851-2249-44df-b32e-904befa42b80,What is the number of papers investigating the research object Architecture Evolution in the publication year 2020 versus the publication year 2021?,"The number of papers investigating the research object Architecture Evolution in the publication year 2020 is two, whereas the number in the publication year 2021 is also two.","['10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA47634.2020.00011', '10.1109/ICSA47634.2020.00011', '10.1007/978-3-030-58923-3_18', '10.1007/978-3-030-58923-3_18']",,"['(R868734:Research Object Entity, Name, L1520720:Architecture Evolution)', '(R868698:Enabling Consistency between Software Artefacts for Software Adaption and Evolution, publication year, L1520654:2021)', '(R874382:Research Object Entity, Name, L1532476:Architecture Evolution)', '(R874338:Continuous API Evolution in Heterogenous Enterprise Software Systems, publication year, L1532404:2021)', '(R870091:Research Object Entity, Name, L1523621:Architecture Evolution)', '(R870059:Incremental Calibration of Architectural Performance Models with Parametric Dependencies, publication year, L1523564:2020)', '(R869762:Research Object Entity, Name, L1522941:Architecture Evolution)', '(R869730:Architectural Concerns for Digital Twin of the Organization, publication year, L1522884:2020)']",clustering_strategy,R659055,Software Architecture and Design,5,What is the number of studies investigating the research object with the name [Content Data: research object name] in [year 1] versus [year 2]?,6,comparative,True,What is the number of papers investigating the research object [Content Data: research object name] in the publication year [Metadata: year] versus the publication year [Metadata: year]?,multi fact,explanatory,"description, quantitative, temporal","named entity, temporal",True,
35732a64-099c-4ebc-ba5a-dbd904d28a7d,How many papers investigate architecture decision making in 2020 in comparison to 2021?,"The number of papers that investigate architecture decision making in 2020 in comparison to 2021 is as follows: there are no papers in 2020, while there are four papers in 2021.","['10.1007/978-3-030-86044-8_21', '10.1007/978-3-030-86044-8_21', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00010', '10.1109/ICSA51549.2021.00013', '10.1109/ICSA51549.2021.00013', '10.1007/978-3-030-86044-8_14', '10.1007/978-3-030-86044-8_14']",,"['(R868513:Research Object Entity, Name, L1520253:Architecture Decision Making)', '(R868485:How Software Architects Focus Their Attention, publication year, L1520199:2021)', '(R874249:Research Object Entity, Name, L1532197:Architecture Decision Making)', '(R874205:System- and Software-level Architecting Harmonization Practices for Systems-of-Systems : An exploratory case study on a long-running large-scale scientific instrument, publication year, L1532127:2021)', '(R869342:Research Object Entity, Name, L1522034:Architecture Decision Making)', '(R869312:A Decision Model for Choosing Patterns in Blockchain-Based Applications, publication year, L1521979:2021)', '(R873522:Research Object Entity, Name, L1530672:Architecture Decision Making)', '(R873486:State of the Practice in Application Programming Interfaces (APIs): A Case Study, publication year, L1530611:2021)']",clustering_strategy,R659055,Software Architecture and Design,5,How many papers have the research object [Content Data: research object name] in the year [Metadata: year] in comparison to [Metadata: year]?,6,comparative,False,How many papers investigate [Content Data: research object name] in [Metadata: year] in comparison to [Metadata: year]?,multi fact,explanatory,"description, quantitative, temporal","named entity, temporal",False,
3ba8a537-4a5c-4e4f-85e5-ca580c68e6b7,Which papers with the evaluation method Focus Group have not used input data in the publication year 2017?,The papers that did not use input data in the year 2017 with the evaluation method Focus Group are 'Architectural Assumptions and Their Management in Industry – An Exploratory Study' and 'On Cognitive Biases in Architecture Decision Making'.,"['10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_14', '10.1007/978-3-319-65831-5_9', '10.1007/978-3-319-65831-5_9', '10.1007/978-3-319-65831-5_9']",,"['(R868683:Evaluation Method Entity, Name, L1520616:Focus Group)', '(R868651:Architectural Assumptions and Their Management in Industry – An Exploratory Study, publication year, L1520562:2017)', '(R868689:Input Data, None, L1520624:True)', '(R871508:Evaluation Method Entity, Name, L1526567:Focus Group)', '(R871484:On Cognitive Biases in Architecture Decision Making, publication year, L1526519:2017)', '(R871514:Input Data, None, L1526575:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which papers with the evaluation method with the name [Content Data: evaluation method name] have not used input data in the year [Metadata: year]?,6,negation,True,Which papers with the evaluation method [Content Data: evaluation method name] have not used input data in the publication year [Metadata: year]?,multi fact,enumerative,named entity,"named entity, temporal",False,
7847b4a1-c9c7-4958-a718-7b94d0457429,Which papers used a motivating example for their evaluation but did not use input data in the year 2018?,The papers that used the evaluation method Motivating Example and do not have input data available in the year 2018 are 'Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes' and 'A DSL for MAPE Patterns Representation in Self-adapting Systems'. ,"['10.1007/978-3-030-00761-4_8', '10.1007/978-3-030-00761-4_8', '10.1007/978-3-030-00761-4_8', '10.1007/978-3-030-00761-4_1', '10.1007/978-3-030-00761-4_1', '10.1007/978-3-030-00761-4_1']",,"['(R871053:Evaluation Method Entity, Name, L1525635:Motivating Example)', '(R870603:Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes, publication year, L1524714:2018)', '(R874778:Input Data, None, L1533332:True)', '(R870622:Evaluation Method Entity, Name, L1524743:Motivating Example)', '(R871034:A DSL for MAPE Patterns Representation in Self-adapting Systems, publication year, L1525606:2018)', '(R874771:Input Data, None, L1533314:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which papers used a [Content Data: evaluation method name] for their evaluation but did not use input data in the year [Metadata: year]?,6,negation,False,Which papers used a [Content Data: evaluation method name] for their evaluation but did not use input data in the year [Metadata: year]?,multi fact,enumerative,named entity,"named entity, temporal",False,
ebd0eb33-3a2c-4aa3-baf3-0478a96b6099,Which is the most frequent paper class of publications that applied grounded theory for evaluation in 2019?,The paper class that has the most papers with the evaluation method Grounded Theory in the publication year 2019 is evaluation research.,"['10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_1', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2', '10.1007/978-3-030-29983-5_2', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018', '10.1109/ICSA.2019.00018']",,"['(R873364:Evaluation Method Entity, Name, L1530356:Grounded Theory)', '(R873340:Guiding Architectural Decision Making on Service Mesh Based Microservice Architectures, publication year, L1530308:2019)', '(R873359:Paper Class 2, evaluation research, L1530353:True)', '(R873005:Evaluation Method Entity, Name, L1529647:Grounded Theory)', '(R872980:Supporting Architectural Decision Making on Data Management in Microservice Architectures, publication year, L1529596:2019)', '(R873000:Paper Class 2, evaluation research, L1529644:True)', '(R868312:Evaluation Method Entity, Name, L1519814:Grounded Theory)', '(R868290:How Developers Discuss Architecture Smells? An Exploratory Study on Stack Overflow, publication year, L1519766:2019)', '(R868307:Paper Class 2, evaluation research, L1519811:True)']",clustering_strategy,R659055,Software Architecture and Design,6,Which paper class has the most papers with the evaluation method [method name] in the publication year [Metadata: year]?,6,superlative,False,Which is the most frequent paper class of publications that applied [Content Data: evaluation method name] for evaluation in [Metadata: year]?,multi fact,simple,named entity,"named entity, temporal",False,
56884f4f-6a07-48cc-9b25-1b6a34445daa,Which is the most frequent paper class of papers with the research object Architecture Evolution in the publication year 2021?,The paper class that has the most papers with the research object Architecture Evolution in the publication year 2021 is evaluation research.,"['10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00009', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014', '10.1109/ICSA51549.2021.00014']",,"['(R868734:Research Object Entity, Name, L1520720:Architecture Evolution)', '(R868698:Enabling Consistency between Software Artefacts for Software Adaption and Evolution, publication year, L1520654:2021)', '(R868721:Paper Class 2, evaluation research, L1520709:True)', '(R874382:Research Object Entity, Name, L1532476:Architecture Evolution)', '(R874338:Continuous API Evolution in Heterogenous Enterprise Software Systems, publication year, L1532404:2021)', '(R874365:Paper Class 2, proposal of solution, L1532459:True)', '(R874365:Paper Class 2, evaluation research, L1532462:True)']",clustering_strategy,R659055,Software Architecture and Design,5,Which paper class has the most papers with the research object [object name] in the publication year [Metadata: year]?,6,superlative,True,Which is the most frequent paper class of papers with the research object [Content Data: research object name] in the publication year [Metadata: year]?,multi fact,simple,named entity,"named entity, temporal",False,
637feaff-e82b-420d-bec4-4aba3df5e52f,Which is the most frequent paper class of publications that investigated architecture extractions in 2018?,The paper class that has the most papers with the research object Architecture Extraction in the publication year 2018 is validation research.,"['10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1109/ICSA.2018.00014', '10.1109/ICSA.2018.00014', '10.1109/ICSA.2018.00014']",,"['(R869680:Research Object Entity, Name, L1522761:Architecture Extraction)', '(R869648:A Platform for the Automated Provisioning of Architecture Information for Large-Scale Service-Oriented Software Systems, publication year, L1522702:2018)', '(R869669:Paper Class 2, validation research, L1522747:True)', '(R869669:Paper Class 2, proposal of solution, L1522749:True)', '(R873887:Research Object Entity, Name, L1531437:Architecture Extraction)', '(R873855:Towards Micro Service Architecture Recovery: An Empirical Study, publication year, L1531379:2018)', '(R873876:Paper Class 2, validation research, L1531423:True)']",clustering_strategy,R659055,Software Architecture and Design,5,Which paper class has the most papers with the research object [object name] in the publication year [Metadata: year]?,6,superlative,False,Which is the most frequent paper class of publications that investigate [Content Data: research object name]s in [Metadata: year]?,multi fact,simple,named entity,"named entity, temporal",False,
15173686-4e3a-434e-9c97-f787cec4b379,How are the papers that investigate the research object Architecture Extraction distributed between the publication years 2018 and 2020?,"The papers that investigate the research object Architecture Extraction are distributed between the publication years 2018 and 2020 as follows: two papers were published in 2018, one paper was published in 2019, and one paper was published in 2020.","['10.1007/978-3-030-00761-4_14', '10.1007/978-3-030-00761-4_14', '10.1109/ICSA.2018.00014', '10.1109/ICSA.2018.00014', '10.1007/978-3-030-29983-5_17', '10.1007/978-3-030-29983-5_17', '10.1109/ICSA47634.2020.00023', '10.1109/ICSA47634.2020.00023', '10.1007/978-3-030-29983-5_5', '10.1007/978-3-030-29983-5_5']",,"['(R869680:Research Object Entity, Name, L1522761:Architecture Extraction)', '(R869648:A Platform for the Automated Provisioning of Architecture Information for Large-Scale Service-Oriented Software Systems, publication year, L1522702:2018)', '(R873887:Research Object Entity, Name, L1531437:Architecture Extraction)', '(R873855:Towards Micro Service Architecture Recovery: An Empirical Study, publication year, L1531379:2018)', '(R872464:Research Object Entity, Name, L1528569:Architecture Extraction)', '(R872428:Tool Support for the Migration to Microservice Architecture: An Industrial Case Study, publication year, L1528508:2019)', '(R870549:Research Object Entity, Name, L1524582:Architecture Extraction)', '(R870521:From Monolithic Architecture Style to Microservice one Based on a Semi-Automatic Approach, publication year, L1524530:2020)', '(R874554:Research Object Entity, Name, L1532843:Architecture Extraction)', '(R874518:Evaluating the Effectiveness of Multi-level Greedy Modularity Clustering for Software Architecture Recovery, publication year, L1532779:2019)']",clustering_strategy,R659055,Software Architecture and Design,5,How are the papers that investigate the research object with the name [Content Data: research object name] distributed between the publication year [year 1] and [year 2]?,6,relationship,True,How are the papers that investigate the research object [Content Data: research object name] distributed between the publication years [Metadata: year] and [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",True,
eec63565-e95c-453b-be91-6f22476b9d3c,What is the distribution of papers that investigate the object architecture description between 2018 and 2020?,The distribution of papers with the research object 'Architecture Description' between 2018 and 2020 is as follows: One paper was published in 2018 and no paper with this research object was published in 2020.,"['10.1109/ICSA.2018.00024', '10.1109/ICSA.2018.00024']",,"['(R874066:Research Object Entity, Name, L1531814:Architecture Description)', '(R874038:A Generic and Highly Scalable Framework for the Automation and Execution of Scientific Data Processing and Simulation Workflows, publication year, L1531762:2018)']",clustering_strategy,R659055,Software Architecture and Design,5,What is the proportion of papers with the research object [Content Data: research object name] between [Metadata: year] and [Metadata: year]?,6,relationship,False,What is the distribution of papers that investigate the object [Content Data: research object name] between [Metadata: year] and [Metadata: year]?,multi fact,explanatory,"description, quantitative","named entity, temporal",False,
